,angulo,seno
1213,12.129999999999999,0.28559
1214,12.14,0.29012
1215,12.15,0.29467
1216,12.16,0.29924
1217,12.17,0.30382
1218,12.18,0.30843
1219,12.190000000000001,0.31306
1220,12.2,0.31771
1221,12.21,0.32237
1222,12.219999999999999,0.32706
1223,12.23,0.33176
1224,12.24,0.33647
1225,12.25,0.34121
1226,12.26,0.34595
1227,12.27,0.35072
1228,12.280000000000001,0.3555
1229,12.29,0.36029
1230,12.3,0.3651
1231,12.309999999999999,0.36992
1232,12.32,0.37476
1233,12.33,0.3796
1234,12.34,0.38446
1235,12.35,0.38933
1236,12.36,0.39421
1237,12.370000000000001,0.3991
1238,12.379999999999999,0.40401
1239,12.39,0.40892
1240,12.4,0.41384
1241,12.41,0.41877
1242,12.42,0.42371
1243,12.43,0.42865
1244,12.440000000000001,0.4336
1245,12.45,0.43856
1246,12.46,0.44353
1247,12.469999999999999,0.4485
1248,12.48,0.45347
1249,12.49,0.45846
1250,12.5,0.46344
1251,12.51,0.46843
1252,12.52,0.47342
1253,12.530000000000001,0.47841
1254,12.54,0.48341
1255,12.55,0.48841
1256,12.559999999999999,0.49341
1257,12.57,0.49841
1258,12.58,0.5
1259,12.59,0.505
1260,12.6,0.51
1261,12.61,0.515
1262,12.620000000000001,0.51999
1263,12.629999999999999,0.52499
1264,12.64,0.52998
1265,12.65,0.53497
1266,12.66,0.53996
1267,12.67,0.54494
1268,12.68,0.54992
1269,12.690000000000001,0.55489
1270,12.7,0.55986
1271,12.71,0.56482
1272,12.719999999999999,0.56977
1273,12.73,0.57472
1274,12.74,0.57966
1275,12.75,0.58459
1276,12.76,0.58951
1277,12.77,0.59443
1278,12.780000000000001,0.59933
1279,12.79,0.60423
1280,12.8,0.60911
1281,12.81,0.61399
1282,12.82,0.61885
1283,12.83,0.6237
1284,12.84,0.62854
1285,12.850000000000001,0.63337
1286,12.86,0.63818
1287,12.870000000000001,0.64298
1288,12.879999999999999,0.64776
1289,12.89,0.65253
1290,12.9,0.65728
1291,12.91,0.66202
1292,12.92,0.66674
1293,12.93,0.67145
1294,12.940000000000001,0.67614
1295,12.95,0.68081
1296,12.96,0.68546
1297,12.969999999999999,0.69009
1298,12.98,0.69471
1299,12.99,0.6993
1300,13.0,0.70388
1301,13.01,0.70844
1302,13.02,0.71297
1303,13.030000000000001,0.71748
1304,13.04,0.72197
1305,13.05,0.72644
1306,13.059999999999999,0.73089
1307,13.07,0.73531
1308,13.08,0.73971
1309,13.09,0.74409
1310,13.100000000000001,0.74844
1311,13.11,0.75277
1312,13.120000000000001,0.75707
1313,13.129999999999999,0.76134
1314,13.14,0.76559
1315,13.15,0.76982
1316,13.16,0.77401
1317,13.17,0.77818
1318,13.18,0.78232
1319,13.190000000000001,0.78643
1320,13.2,0.79052
1321,13.21,0.79457
1322,13.219999999999999,0.7986
1323,13.23,0.80259
1324,13.24,0.80656
1325,13.25,0.81049
1326,13.26,0.8144
1327,13.27,0.81827
1328,13.280000000000001,0.82211
1329,13.29,0.82592
1330,13.3,0.82969
1331,13.309999999999999,0.83343
1332,13.32,0.83714
1333,13.33,0.84082
1334,13.34,0.84446
1335,13.350000000000001,0.84807
1336,13.36,0.85164
1337,13.370000000000001,0.85518
1338,13.379999999999999,0.85868
1339,13.39,0.86214
1340,13.4,0.86557
1341,13.41,0.86897
1342,13.42,0.87232
1343,13.43,0.87564
1344,13.440000000000001,0.87892
1345,13.45,0.88216
1346,13.46,0.88537
1347,13.469999999999999,0.88854
1348,13.48,0.89166
1349,13.49,0.89475
1350,13.5,0.8978
1351,13.51,0.90081
1352,13.52,0.90378
1353,13.530000000000001,0.90671
1354,13.54,0.9096
1355,13.55,0.91244
1356,13.559999999999999,0.91525
1357,13.57,0.91801
1358,13.58,0.92074
1359,13.59,0.92342
1360,13.600000000000001,0.92605
1361,13.61,0.92865
1362,13.620000000000001,0.9312
1363,13.629999999999999,0.93371
1364,13.64,0.93618
1365,13.65,0.9386
1366,13.66,0.94098
1367,13.67,0.94331
1368,13.68,0.9456
1369,13.690000000000001,0.94785
1370,13.7,0.95005
1371,13.71,0.95221
1372,13.719999999999999,0.95432
1373,13.73,0.95638
1374,13.74,0.9584
1375,13.75,0.96038
1376,13.76,0.9623
1377,13.77,0.96418
1378,13.780000000000001,0.96602
1379,13.79,0.96781
1380,13.8,0.96955
1381,13.809999999999999,0.97124
1382,13.82,0.97289
1383,13.83,0.97449
1384,13.84,0.97605
1385,13.850000000000001,0.97755
1386,13.86,0.97901
1387,13.870000000000001,0.98042
1388,13.879999999999999,0.98178
1389,13.89,0.98309
1390,13.9,0.98436
1391,13.91,0.98557
1392,13.92,0.98674
1393,13.93,0.98786
1394,13.940000000000001,0.98893
1395,13.95,0.98995
1396,13.96,0.99093
1397,13.969999999999999,0.99185
1398,13.98,0.99272
1399,13.99,0.99355
1400,14.0,0.99433
1401,14.01,0.99505
1402,14.02,0.99573
1403,14.030000000000001,0.99636
1404,14.04,0.99693
1405,14.05,0.99746
1406,14.059999999999999,0.99794
1407,14.07,0.99837
1408,14.08,0.99875
1409,14.09,0.99908
1410,14.100000000000001,0.99936
1411,14.11,0.99958
1412,14.120000000000001,0.99976
1413,14.129999999999999,0.99989
1414,14.14,0.99997
1415,14.15,1.0
1416,14.16,0.99998
1417,14.17,0.99991
1418,14.18,0.99979
1419,14.190000000000001,0.99962
1420,14.2,0.99939
1421,14.21,0.99912
1422,14.219999999999999,0.9988
1423,14.23,0.99843
1424,14.24,0.99801
1425,14.25,0.99754
1426,14.26,0.99702
1427,14.27,0.99645
1428,14.280000000000001,0.99583
1429,14.29,0.99516
1430,14.3,0.99444
1431,14.309999999999999,0.99368
1432,14.32,0.99286
1433,14.329999999999998,0.99199
1434,14.34,0.99108
1435,14.350000000000001,0.99011
1436,14.36,0.9891
1437,14.370000000000001,0.98804
1438,14.379999999999999,0.98692
1439,14.39,0.98576
1440,14.399999999999999,0.98455
1441,14.41,0.9833
1442,14.420000000000002,0.98199
1443,14.43,0.98064
1444,14.440000000000001,0.97924
1445,14.45,0.97779
1446,14.46,0.97629
1447,14.469999999999999,0.97474
1448,14.48,0.97315
1449,14.489999999999998,0.97151
1450,14.5,0.96982
1451,14.510000000000002,0.96809
1452,14.52,0.96631
1453,14.530000000000001,0.96448
1454,14.54,0.96261
1455,14.55,0.96069
1456,14.559999999999999,0.95872
1457,14.57,0.95671
1458,14.579999999999998,0.95465
1459,14.59,0.95255
1460,14.600000000000001,0.9504
1461,14.61,0.9482
1462,14.620000000000001,0.94596
1463,14.629999999999999,0.94368
1464,14.64,0.94135
1465,14.649999999999999,0.93898
1466,14.66,0.93657
1467,14.669999999999998,0.93411
1468,14.68,0.9316
1469,14.690000000000001,0.92906
1470,14.7,0.92647
1471,14.71,0.92384
1472,14.719999999999999,0.92117
1473,14.73,0.91845
1474,14.739999999999998,0.91569
1475,14.75,0.91289
1476,14.760000000000002,0.91005
1477,14.77,0.90717
1478,14.780000000000001,0.90425
1479,14.79,0.90129
1480,14.8,0.89828
1481,14.809999999999999,0.89524
1482,14.82,0.89216
1483,14.829999999999998,0.88904
1484,14.84,0.88588
1485,14.850000000000001,0.88268
1486,14.86,0.87944
1487,14.870000000000001,0.87617
1488,14.879999999999999,0.87285
1489,14.89,0.8695
1490,14.899999999999999,0.86612
1491,14.91,0.86269
1492,14.919999999999998,0.85923
1493,14.93,0.85574
1494,14.940000000000001,0.85221
1495,14.95,0.84864
1496,14.96,0.84504
1497,14.969999999999999,0.8414
1498,14.98,0.83773
1499,14.989999999999998,0.83403
1500,15.0,0.83029
1501,15.010000000000002,0.82652
1502,15.02,0.82272
1503,15.030000000000001,0.81888
1504,15.04,0.81502
1505,15.05,0.81112
1506,15.059999999999999,0.80719
1507,15.07,0.80323
1508,15.079999999999998,0.79924
1509,15.09,0.79522
1510,15.100000000000001,0.79117
1511,15.11,0.78709
1512,15.120000000000001,0.78298
1513,15.129999999999999,0.77884
1514,15.14,0.77468
1515,15.149999999999999,0.77049
1516,15.16,0.76627
1517,15.169999999999998,0.76202
1518,15.18,0.75775
1519,15.190000000000001,0.75345
1520,15.2,0.74913
1521,15.21,0.74478
1522,15.219999999999999,0.74041
1523,15.23,0.73602
1524,15.239999999999998,0.7316
1525,15.25,0.72715
1526,15.260000000000002,0.72269
1527,15.27,0.7182
1528,15.280000000000001,0.71369
1529,15.29,0.70916
1530,15.3,0.70461
1531,15.309999999999999,0.70003
1532,15.32,0.69544
1533,15.329999999999998,0.69083
1534,15.34,0.6862
1535,15.350000000000001,0.68155
1536,15.36,0.67688
1537,15.370000000000001,0.6722
1538,15.379999999999999,0.66749
1539,15.39,0.66277
1540,15.399999999999999,0.65804
1541,15.41,0.65329
1542,15.419999999999998,0.64852
1543,15.43,0.64374
1544,15.440000000000001,0.63894
1545,15.45,0.63413
1546,15.46,0.62931
1547,15.469999999999999,0.62447
1548,15.48,0.61962
1549,15.489999999999998,0.61476
1550,15.5,0.60989
1551,15.510000000000002,0.60501
1552,15.52,0.60011
1553,15.530000000000001,0.59521
1554,15.54,0.5903
1555,15.55,0.58538
1556,15.559999999999999,0.58045
1557,15.57,0.57551
1558,15.579999999999998,0.57056
1559,15.59,0.56561
1560,15.600000000000001,0.56065
1561,15.61,0.55568
1562,15.620000000000001,0.55071
1563,15.629999999999999,0.54573
1564,15.64,0.54075
1565,15.649999999999999,0.53577
1566,15.66,0.53078
1567,15.669999999999998,0.52578
1568,15.68,0.52079
1569,15.690000000000001,0.51579
1570,15.7,0.5108
1571,15.71,0.5058
1572,15.719999999999999,0.5008
1573,15.73,0.4958
1574,15.739999999999998,0.4908
1575,15.75,0.4858
1576,15.760000000000002,0.4808
1577,15.77,0.47581
1578,15.780000000000001,0.47081
1579,15.79,0.46582
1580,15.8,0.46084
1581,15.809999999999999,0.45585
1582,15.82,0.45088
1583,15.829999999999998,0.4459
1584,15.84,0.44093
1585,15.850000000000001,0.43597
1586,15.86,0.43102
1587,15.870000000000001,0.42607
1588,15.879999999999999,0.42113
1589,15.89,0.41619
1590,15.899999999999999,0.41127
1591,15.91,0.40635
1592,15.919999999999998,0.40145
1593,15.93,0.39655
1594,15.940000000000001,0.39166
1595,15.95,0.38679
1596,15.96,0.38192
1597,15.969999999999999,0.37707
1598,15.98,0.37223
1599,15.989999999999998,0.3674
1600,16.0,0.36259
1601,16.01,0.35779
1602,16.02,0.353
1603,16.03,0.34823
1604,16.04,0.34347
1605,16.05,0.33873
1606,16.06,0.33401
1607,16.07,0.3293
1608,16.08,0.32461
1609,16.09,0.31993
1610,16.1,0.31528
1611,16.11,0.31064
1612,16.12,0.30602
1613,16.13,0.30143
1614,16.14,0.29685
1615,16.15,0.29229
1616,16.16,0.28775
1617,16.169999999999998,0.28323
1618,16.18,0.27874
1619,16.19,0.27427
1620,16.2,0.26982
1621,16.21,0.26539
1622,16.22,0.26099
1623,16.23,0.25661
1624,16.24,0.25225
1625,16.25,0.24792
1626,16.26,0.24362
1627,16.27,0.23934
1628,16.28,0.23508
1629,16.29,0.23085
1630,16.3,0.22665
1631,16.31,0.22248
1632,16.32,0.21834
1633,16.33,0.21422
1634,16.34,0.21013
1635,16.35,0.20607
1636,16.36,0.20204
1637,16.37,0.19804
1638,16.38,0.19407
1639,16.39,0.19013
1640,16.4,0.18622
1641,16.41,0.18235
1642,16.419999999999998,0.1785
1643,16.43,0.17469
1644,16.44,0.17091
1645,16.45,0.16716
1646,16.46,0.16344
1647,16.47,0.15976
1648,16.48,0.15612
1649,16.49,0.1525
1650,16.5,0.14893
1651,16.51,0.14538
1652,16.52,0.14188
1653,16.53,0.13841
1654,16.54,0.13497
1655,16.55,0.13157
1656,16.56,0.12821
1657,16.57,0.12489
1658,16.58,0.1216
1659,16.59,0.11835
1660,16.599999999999998,0.11514
1661,16.61,0.11197
1662,16.62,0.10883
1663,16.63,0.10574
1664,16.64,0.10268
1665,16.65,0.099667
1666,16.66,0.096691
1667,16.669999999999998,0.093756
1668,16.68,0.090861
1669,16.69,0.088008
1670,16.7,0.085195
1671,16.71,0.082424
1672,16.72,0.079695
1673,16.73,0.077008
1674,16.74,0.074363
1675,16.75,0.071761
1676,16.759999999999998,0.069202
1677,16.77,0.066685
1678,16.78,0.064212
1679,16.79,0.061783
1680,16.8,0.059397
1681,16.81,0.057055
1682,16.82,0.054758
1683,16.83,0.052505
1684,16.84,0.050297
1685,16.849999999999998,0.048134
1686,16.86,0.046016
1687,16.87,0.043944
1688,16.88,0.041917
1689,16.89,0.039936
1690,16.9,0.038001
1691,16.91,0.036112
1692,16.919999999999998,0.03427
1693,16.93,0.032474
1694,16.94,0.030725
1695,16.95,0.029022
1696,16.96,0.027367
1697,16.97,0.025759
1698,16.98,0.024199
1699,16.99,0.022686
1700,17.0,0.021221
1701,17.009999999999998,0.019804
1702,17.02,0.018435
1703,17.03,0.017113
1704,17.04,0.015841
1705,17.05,0.014616
1706,17.06,0.013441
1707,17.07,0.012313
1708,17.08,0.011235
1709,17.09,0.010205
1710,17.099999999999998,0.0092249
1711,17.11,0.0082934
1712,17.12,0.0074111
1713,17.13,0.0065781
1714,17.14,0.0057944
1715,17.15,0.0050601
1716,17.16,0.0043753
1717,17.169999999999998,0.0037401
1718,17.18,0.0031545
1719,17.19,0.0026186
1720,17.2,0.0021324
1721,17.21,0.001696
1722,17.22,0.0013095
1723,17.23,0.00097278
1724,17.24,0.00068599
1725,17.25,0.00044914
1726,17.259999999999998,0.00026224
1727,17.27,0.00012531
1728,17.28,3.8371e-05
1729,17.29,1.4268e-06
1730,17.3,1.4482e-05
1731,17.31,7.7535e-05
1732,17.32,0.00019058
1733,17.33,0.00035361
1734,17.34,0.0005666
1735,17.349999999999998,0.00082953
1736,17.36,0.0011424
1737,17.37,0.0015051
1738,17.38,0.0019177
1739,17.39,0.0023801
1740,17.4,0.0028922
1741,17.41,0.0034541
1742,17.419999999999998,0.0040656
1743,17.43,0.0047267
1744,17.44,0.0054374
1745,17.45,0.0061975
1746,17.46,0.0070069
1747,17.47,0.0078657
1748,17.48,0.0087737
1749,17.49,0.0097308
1750,17.5,0.010737
1751,17.509999999999998,0.011792
1752,17.52,0.012896
1753,17.53,0.014048
1754,17.54,0.01525
1755,17.55,0.016499
1756,17.56,0.017797
1757,17.57,0.019144
1758,17.58,0.020538
1759,17.59,0.02198
1760,17.599999999999998,0.02347
1761,17.61,0.025008
1762,17.62,0.026593
1763,17.63,0.028226
1764,17.64,0.029905
1765,17.65,0.031632
1766,17.66,0.033406
1767,17.669999999999998,0.035226
1768,17.68,0.037093
1769,17.69,0.039006
1770,17.7,0.040965
1771,17.71,0.04297
1772,17.72,0.04502
1773,17.73,0.047117
1774,17.74,0.049258
1775,17.75,0.051445
1776,17.759999999999998,0.053676
1777,17.77,0.055952
1778,17.78,0.058273
1779,17.79,0.060637
1780,17.8,0.063046
1781,17.81,0.065498
1782,17.82,0.067994
1783,17.83,0.070533
1784,17.84,0.073115
1785,17.849999999999998,0.075739
1786,17.86,0.078406
1787,17.87,0.081115
1788,17.88,0.083866
1789,17.89,0.086659
1790,17.9,0.089493
1791,17.91,0.092368
1792,17.919999999999998,0.095284
1793,17.93,0.09824
1794,17.94,0.10124
1795,17.95,0.10427
1796,17.96,0.10735
1797,17.97,0.11046
1798,17.98,0.11362
1799,17.99,0.11681
1800,18.0,0.12004
1801,18.009999999999998,0.12331
1802,18.02,0.12662
1803,18.03,0.12996
1804,18.04,0.13334
1805,18.05,0.13676
1806,18.06,0.14021
1807,18.07,0.1437
1808,18.08,0.14723
1809,18.09,0.15079
1810,18.099999999999998,0.15439
1811,18.11,0.15802
1812,18.12,0.16168
1813,18.13,0.16538
1814,18.14,0.16911
1815,18.15,0.17288
1816,18.16,0.17667
1817,18.169999999999998,0.1805
1818,18.18,0.18437
1819,18.19,0.18826
1820,18.2,0.19218
1821,18.21,0.19614
1822,18.22,0.20013
1823,18.23,0.20414
1824,18.24,0.20819
1825,18.25,0.21226
1826,18.259999999999998,0.21637
1827,18.27,0.2205
1828,18.28,0.22466
1829,18.29,0.22884
1830,18.3,0.23306
1831,18.31,0.2373
1832,18.32,0.24157
1833,18.33,0.24586
1834,18.34,0.25018
1835,18.349999999999998,0.25452
1836,18.36,0.25889
1837,18.37,0.26328
1838,18.38,0.2677
1839,18.39,0.27214
1840,18.4,0.2766
1841,18.41,0.28108
1842,18.419999999999998,0.28559
1843,18.43,0.29012
1844,18.44,0.29467
1845,18.45,0.29924
1846,18.46,0.30382
1847,18.47,0.30843
1848,18.48,0.31306
1849,18.49,0.31771
1850,18.5,0.32237
1851,18.509999999999998,0.32706
1852,18.52,0.33176
1853,18.53,0.33647
1854,18.54,0.34121
1855,18.55,0.34595
1856,18.56,0.35072
1857,18.57,0.3555
1858,18.58,0.36029
1859,18.59,0.3651
1860,18.599999999999998,0.36992
1861,18.61,0.37476
1862,18.62,0.3796
1863,18.63,0.38446
1864,18.64,0.38933
1865,18.65,0.39421
1866,18.66,0.3991
1867,18.669999999999998,0.40401
1868,18.68,0.40892
1869,18.69,0.41384
1870,18.7,0.41877
1871,18.71,0.42371
1872,18.72,0.42865
1873,18.73,0.4336
1874,18.74,0.43856
1875,18.75,0.44353
1876,18.759999999999998,0.4485
1877,18.77,0.45347
1878,18.78,0.45846
1879,18.79,0.46344
1880,18.8,0.46843
1881,18.81,0.47342
1882,18.82,0.47841
1883,18.83,0.48341
1884,18.84,0.48841
1885,18.849999999999998,0.49341
1886,18.86,0.49841
